employee_id,first_name,last_name,email,phone,hire_date,termination_date,store_id,job_title
8643,Shaurya,Gupta,shaurya.gupta@gmail.com,+91-9385940539,2018-06-19,,15693,Assistant Manager
5557,Rudra,Ghosh,rudra.ghosh@outlook.com,+91-8614986782,2023-12-12,,7121,Sales Associate
5110,Aditya,Khan,aditya.khan@yahoo.in,+91-7706014421,2019-04-04,,13023,Inventory Executive
9658,Krishna,Mehta,krishna.mehta@gmail.com,+91-7298569565,2018-09-16,,9375,Store Manager
6184,Aisha,Patel,aisha.patel@gmail.com,+91-8495428100,2024-09-30,2025-03-07,6374,Sales Associate
61,Myra,Bose,myra.bose@gmail.com,+91-6977912892,2022-06-17,,4855,Visual Merchandiser
746,Rudra,Verma,rudra.verma@yahoo.in,+91-6607222977,2023-09-29,,2353,Customer Support
11720,Shaurya,Verma,shaurya.verma@gmail.com,+91-8014304818,2025-05-17,2025-07-19,601,Cashier
10850,Aarav,Nair,aarav.nair@gmail.com,+91-8640836144,2022-11-17,2024-05-26,6653,Sales Associate
9522,Vivaan,Reddy,vivaan.reddy@yahoo.in,+91-9236648478,2021-07-24,,944,Customer Support
4604,Rudra,Mishra,rudra.mishra@croma.in,+91-6215716151,2022-05-30,,17742,Assistant Manager
6500,Ishaan,Reddy,ishaan.reddy@outlook.com,+91-8870851748,2019-11-22,,6259,Sales Associate
1184,Aarav,Rao,aarav.rao@croma.in,+91-8844917943,2021-10-22,,7415,Assistant Manager
10329,Ira,Ghosh,ira.ghosh@yahoo.in,+91-8508684491,2020-05-26,,3134,Cashier
5496,Aarav,Yadav,aarav.yadav@croma.in,+91-6305893896,2024-07-19,,16782,Store Manager
2219,Sara,Nair,sara.nair@gmail.com,+91-9905615116,2018-03-02,,2534,Cashier
9084,Krishna,Das,krishna.das@outlook.com,+91-8228568344,2020-07-20,,18047,Customer Support
788,Arjun,Chopra,arjun.chopra@outlook.com,+91-9770284766,2023-06-10,2025-07-19,10292,Sales Associate
786,Kiara,Ghosh,kiara.ghosh@croma.in,+91-6439020058,2020-07-15,2024-06-02,2084,Visual Merchandiser
5484,Vivaan,Iyer,vivaan.iyer@croma.in,+91-7313228787,2022-09-24,2025-06-01,11830,Customer Support
7231,Sara,Chopra,sara.chopra@outlook.com,+91-6434025895,2024-10-14,2025-04-10,10840,Assistant Manager
6855,Ananya,Reddy,ananya.reddy@outlook.com,+91-7010628089,2023-09-18,,17020,Visual Merchandiser
7886,Vihaan,Reddy,vihaan.reddy@yahoo.in,+91-8754356351,2021-01-25,2025-03-13,279,Sales Associate
11724,Vivaan,Nair,vivaan.nair@gmail.com,+91-6165103894,2018-08-27,2021-05-15,16669,Visual Merchandiser
3356,Ishaan,Patel,ishaan.patel@croma.in,+91-7440151644,2019-06-23,,1771,Inventory Executive
2664,Ananya,Bose,ananya.bose@yahoo.in,+91-7368680914,2018-09-03,2024-10-10,4148,Customer Support
8268,Aarav,Gowda,aarav.gowda@yahoo.in,+91-9529070816,2024-10-27,2024-10-30,411,Customer Support
2569,Ira,Iyer,ira.iyer@yahoo.in,+91-9590875826,2023-06-10,,12052,Customer Support
4278,Vivaan,Khan,vivaan.khan@gmail.com,+91-8062397278,2019-07-15,,20950,Store Manager
251,Rudra,Kulkarni,rudra.kulkarni@outlook.com,+91-8836808590,2019-05-01,,14243,Cashier
7904,Ananya,Chopra,ananya.chopra@gmail.com,+91-6524864018,2022-08-08,,17882,Inventory Executive
11104,Aisha,Gowda,aisha.gowda@croma.in,+91-6387113311,2023-01-02,,8368,Sales Associate
3505,Ira,Singh,ira.singh@gmail.com,+91-7001419491,2021-08-06,,17529,Customer Support
83,Myra,Verma,myra.verma@outlook.com,+91-7927319870,2024-07-05,,13054,Inventory Executive
10491,Sara,Patel,sara.patel@croma.in,+91-6899540293,2022-01-16,,15672,Visual Merchandiser
554,Krishna,Sharma,krishna.sharma@yahoo.in,+91-8826341616,2023-06-09,,11777,Assistant Manager
4746,Diya,Ghosh,diya.ghosh@yahoo.in,+91-8173382542,2021-12-31,,1634,Sales Associate
267,Krishna,Mishra,krishna.mishra@gmail.com,+91-8402411817,2021-09-01,2024-06-30,9577,Store Manager
10712,Arjun,Sharma,arjun.sharma@croma.in,+91-7165429391,2018-01-03,,2012,Store Manager
4632,Arjun,Rao,arjun.rao@yahoo.in,+91-9726259015,2023-03-06,2024-02-27,4669,Sales Associate
9614,Diya,Iyer,diya.iyer@croma.in,+91-9571704321,2022-07-14,2024-07-03,1685,Customer Support
2944,Krishna,Kulkarni,krishna.kulkarni@croma.in,+91-8298139589,2024-03-19,2025-05-31,9606,Store Manager
800,Myra,Bose,myra.bose@outlook.com,+91-6059241614,2024-04-27,,16792,Store Manager
4095,Diya,Patel,diya.patel@croma.in,+91-8467200770,2025-05-23,,17794,Customer Support
9452,Diya,Reddy,diya.reddy@yahoo.in,+91-7236612231,2022-05-14,2023-12-20,1382,Cashier
3470,Anika,Nair,anika.nair@outlook.com,+91-8365250668,2024-03-15,,19812,Visual Merchandiser
5692,Myra,Bose,myra.bose@croma.in,+91-7697421128,2022-04-23,,18436,Inventory Executive
11249,Myra,Reddy,myra.reddy@yahoo.in,+91-9516903146,2022-04-30,,3973,Assistant Manager
468,Vihaan,Gowda,vihaan.gowda@outlook.com,+91-8023215231,2023-08-21,2023-11-23,2486,Cashier
7802,Sara,Singh,sara.singh@croma.in,+91-7233435179,2021-12-20,2023-10-02,8149,Customer Support
3844,Aadhya,Mehta,aadhya.mehta@yahoo.in,+91-9784317215,2019-07-16,,13633,Visual Merchandiser
937,Rudra,Reddy,rudra.reddy@yahoo.in,+91-6223263727,2019-12-20,2025-03-10,20274,Customer Support
7764,Aadhya,Verma,aadhya.verma@croma.in,+91-9166310259,2024-12-05,2025-08-04,12154,Cashier
6579,Myra,Gupta,myra.gupta@croma.in,+91-9984753135,2025-07-22,,8156,Store Manager
2517,Pari,Rao,pari.rao@gmail.com,+91-9587204007,2021-09-06,,7453,Visual Merchandiser
8899,Sai,Singh,sai.singh@croma.in,+91-8488666405,2022-06-09,,2985,Cashier
1790,Aarav,Gupta,aarav.gupta@outlook.com,+91-6252163416,2024-04-09,2024-10-26,6614,Inventory Executive
7461,Krishna,Nair,krishna.nair@outlook.com,+91-7634010838,2018-12-09,,15617,Cashier
9083,Kiara,Nair,kiara.nair@yahoo.in,+91-6204256087,2020-12-14,,909,Visual Merchandiser
3422,Krishna,Bose,krishna.bose@croma.in,+91-7060488301,2018-08-22,2019-05-14,13665,Assistant Manager
2978,Rudra,Yadav,rudra.yadav@gmail.com,+91-8199815842,2021-02-13,,10043,Cashier
2996,Ishaan,Reddy,ishaan.reddy@gmail.com,+91-9965072968,2023-01-09,,11914,Inventory Executive
9860,Aadhya,Singh,aadhya.singh@outlook.com,+91-7532464991,2023-03-05,,6688,Visual Merchandiser
4518,Sai,Chopra,sai.chopra@yahoo.in,+91-9694047828,2023-12-17,,13442,Sales Associate
11074,Shaurya,Gowda,shaurya.gowda@croma.in,+91-6315532411,2023-11-08,2024-12-04,254,Sales Associate
7248,Sara,Nair,sara.nair@outlook.com,+91-8730856952,2024-03-11,,7452,Customer Support
11482,Vivaan,Khan,vivaan.khan@croma.in,+91-6419866464,2024-07-09,,14237,Visual Merchandiser
5828,Ira,Patel,ira.patel@yahoo.in,+91-9412718808,2024-10-01,,10391,Store Manager
1418,Pari,Reddy,pari.reddy@gmail.com,+91-9180994345,2020-02-08,2024-12-08,8893,Customer Support
1406,Myra,Rao,myra.rao@gmail.com,+91-9309596441,2023-10-26,,19573,Cashier
4206,Vivaan,Nair,vivaan.nair@yahoo.in,+91-8802301890,2023-08-20,,11972,Inventory Executive
11148,Vivaan,Rao,vivaan.rao@croma.in,+91-7132971759,2022-07-10,,19632,Visual Merchandiser
7060,Vivaan,Sharma,vivaan.sharma@croma.in,+91-9188922900,2018-04-28,,20850,Sales Associate
5974,Kiara,Kulkarni,kiara.kulkarni@outlook.com,+91-9827404464,2023-06-13,,11367,Cashier
9275,Vivaan,Khan,vivaan.khan@yahoo.in,+91-9590217726,2019-04-14,,1884,Store Manager
5777,Arjun,Mehta,arjun.mehta@croma.in,+91-7829747165,2018-07-31,,11698,Assistant Manager
2196,Aditya,Rao,aditya.rao@yahoo.in,+91-8269823708,2019-10-05,2019-11-05,12159,Customer Support
6299,Rudra,Das,rudra.das@gmail.com,+91-8237378068,2023-03-22,,7564,Store Manager
10202,Myra,Mehta,myra.mehta@gmail.com,+91-6373157281,2022-10-02,,1522,Assistant Manager
6380,Aarav,Bose,aarav.bose@yahoo.in,+91-6724139831,2024-03-26,,9738,Customer Support
5234,Aadhya,Gowda,aadhya.gowda@yahoo.in,+91-6467635949,2020-03-06,2022-07-06,5761,Cashier
5312,Anika,Sharma,anika.sharma@outlook.com,+91-9483051557,2021-05-10,2024-06-01,9524,Sales Associate
2330,Sai,Ghosh,sai.ghosh@croma.in,+91-7881927540,2020-10-16,,7188,Store Manager
10410,Kiara,Rao,kiara.rao@outlook.com,+91-7727253290,2019-07-28,,12194,Inventory Executive
3428,Anika,Kulkarni,anika.kulkarni@outlook.com,+91-6919169274,2024-04-08,,2521,Customer Support
7694,Aditya,Yadav,aditya.yadav@yahoo.in,+91-9521871517,2024-12-01,,7994,Sales Associate
6616,Ananya,Chopra,ananya.chopra@yahoo.in,+91-6940943796,2023-01-08,,9519,Visual Merchandiser
5250,Vihaan,Chopra,vihaan.chopra@gmail.com,+91-7679342443,2018-02-05,2022-08-03,9810,Store Manager
7742,Rudra,Reddy,rudra.reddy@gmail.com,+91-9054826298,2022-11-28,,2988,Cashier
1454,Ishaan,Gowda,ishaan.gowda@gmail.com,+91-6932778595,2025-06-25,2025-07-29,7166,Store Manager
8952,Vivaan,Yadav,vivaan.yadav@croma.in,+91-9532735821,2021-10-14,,6574,Sales Associate
11839,Aarav,Bose,aarav.bose@outlook.com,+91-9080260764,2019-10-29,,3571,Assistant Manager
9504,Aadhya,Mehta,aadhya.mehta@gmail.com,+91-7410700376,2018-05-06,,13713,Cashier
9436,Anika,Bose,anika.bose@outlook.com,+91-6152547882,2023-04-29,,1741,Store Manager
9264,Rudra,Das,rudra.das@yahoo.in,+91-9533248794,2019-09-02,2024-07-12,20413,Customer Support
5140,Aarav,Rao,aarav.rao@outlook.com,+91-6966997566,2023-04-08,,2443,Customer Support
4283,Sai,Mishra,sai.mishra@croma.in,+91-8919441626,2023-06-25,,1049,Store Manager
4340,Vihaan,Gowda,vihaan.gowda@croma.in,+91-7962446788,2020-12-29,,5789,Customer Support
10289,Krishna,Gupta,krishna.gupta@croma.in,+91-7230958817,2024-06-24,,1190,Store Manager
6538,Ishaan,Singh,ishaan.singh@gmail.com,+91-7965596037,2024-09-26,,2245,Visual Merchandiser
779,Sara,Shetty,sara.shetty@outlook.com,+91-7153204674,2024-07-03,,6872,Store Manager
7530,Kiara,Mehta,kiara.mehta@outlook.com,+91-6541936029,2022-11-12,2023-09-02,14595,Store Manager
1525,Myra,Shetty,myra.shetty@gmail.com,+91-7716788304,2025-01-04,2025-09-11,18502,Visual Merchandiser
10601,Vihaan,Gowda,vihaan.gowda@croma.in,+91-6609135306,2024-03-30,,13804,Cashier
8859,Aditya,Chopra,aditya.chopra@outlook.com,+91-8345012544,2023-03-19,2024-06-01,15192,Customer Support
4765,Diya,Das,diya.das@outlook.com,+91-7846225695,2020-03-08,,5104,Store Manager
5931,Ira,Kulkarni,ira.kulkarni@yahoo.in,+91-9280265460,2024-01-12,,10594,Customer Support
7088,Sara,Verma,sara.verma@outlook.com,+91-7332172413,2024-08-08,,957,Sales Associate
945,Pari,Khan,pari.khan@yahoo.in,+91-8462052451,2018-05-01,,4988,Inventory Executive
10649,Diya,Shetty,diya.shetty@yahoo.in,+91-6729410402,2019-10-03,,9674,Store Manager
10213,Arjun,Iyer,arjun.iyer@gmail.com,+91-8720987647,2019-06-09,2024-03-30,675,Cashier
5878,Ira,Reddy,ira.reddy@yahoo.in,+91-7287388275,2018-12-21,,2881,Assistant Manager
2089,Aisha,Khan,aisha.khan@outlook.com,+91-8490540712,2024-10-18,2024-10-21,798,Store Manager
1191,Vihaan,Gowda,vihaan.gowda@croma.in,+91-8390668318,2021-08-15,,20111,Store Manager
7964,Rudra,Khan,rudra.khan@croma.in,+91-9370250411,2022-07-19,,1025,Sales Associate
10407,Kiara,Khan,kiara.khan@gmail.com,+91-6098485811,2021-08-27,,4798,Customer Support
1761,Myra,Reddy,myra.reddy@yahoo.in,+91-6138057753,2019-04-16,,16690,Inventory Executive
5601,Aadhya,Verma,aadhya.verma@gmail.com,+91-6861759883,2025-06-01,,18678,Cashier
11635,Kiara,Bose,kiara.bose@gmail.com,+91-6095483657,2023-10-13,,18817,Inventory Executive
528,Krishna,Shetty,krishna.shetty@gmail.com,+91-9230889247,2018-12-02,,19225,Inventory Executive
4973,Ishaan,Sharma,ishaan.sharma@yahoo.in,+91-8242969631,2024-07-02,,10184,Store Manager
2930,Sai,Gupta,sai.gupta@croma.in,+91-9438960803,2019-06-23,,5995,Visual Merchandiser
4831,Pari,Patel,pari.patel@outlook.com,+91-7126186907,2021-11-30,,7819,Customer Support
8676,Ananya,Khan,ananya.khan@gmail.com,+91-9883872408,2024-08-01,,12546,Customer Support
10917,Shaurya,Kulkarni,shaurya.kulkarni@croma.in,+91-8453773423,2019-09-09,,20461,Customer Support
595,Myra,Yadav,myra.yadav@yahoo.in,+91-9056597591,2024-08-25,2025-04-22,1607,Visual Merchandiser
427,Ishaan,Chopra,ishaan.chopra@gmail.com,+91-9428479593,2019-07-04,2023-08-31,12470,Customer Support
10002,Diya,Chopra,diya.chopra@croma.in,+91-7602340530,2019-01-05,,8945,Inventory Executive
8405,Arjun,Nair,arjun.nair@yahoo.in,+91-7044898570,2018-11-05,,19571,Store Manager
1284,Aisha,Gupta,aisha.gupta@outlook.com,+91-6781053293,2018-08-10,,12697,Sales Associate
2309,Aadhya,Ghosh,aadhya.ghosh@outlook.com,+91-8309287504,2025-05-24,2025-08-05,1330,Visual Merchandiser
5377,Aadhya,Khan,aadhya.khan@gmail.com,+91-9781328464,2021-07-29,,10701,Inventory Executive
4120,Aisha,Khan,aisha.khan@gmail.com,+91-6364702880,2021-09-07,,1801,Store Manager
6461,Kiara,Reddy,kiara.reddy@yahoo.in,+91-6193133268,2024-11-06,,1795,Customer Support
966,Sai,Rao,sai.rao@gmail.com,+91-9729258769,2022-07-22,2024-03-18,286,Assistant Manager
6813,Kiara,Gupta,kiara.gupta@croma.in,+91-7172046749,2022-05-05,,9426,Assistant Manager
2883,Arjun,Chopra,arjun.chopra@croma.in,+91-7082318153,2020-06-05,,4222,Assistant Manager
3857,Vivaan,Sharma,vivaan.sharma@yahoo.in,+91-7267522463,2023-02-22,,1412,Cashier
11005,Sara,Khan,sara.khan@yahoo.in,+91-7984723571,2018-04-17,,10089,Assistant Manager
11983,Vihaan,Singh,vihaan.singh@croma.in,+91-9036701060,2024-04-14,,6637,Store Manager
9329,Vihaan,Gupta,vihaan.gupta@gmail.com,+91-6583894209,2018-09-06,2023-03-17,5873,Inventory Executive
2247,Sai,Chopra,sai.chopra@outlook.com,+91-9239479405,2019-01-08,,13974,Inventory Executive
6412,Sara,Das,sara.das@gmail.com,+91-6026379230,2021-11-27,,3249,Customer Support
10922,Ishaan,Kulkarni,ishaan.kulkarni@outlook.com,+91-6698246843,2025-01-28,,88,Cashier
3840,Ira,Gupta,ira.gupta@gmail.com,+91-6276945735,2022-06-01,,635,Customer Support
10618,Sai,Kulkarni,sai.kulkarni@gmail.com,+91-8210310667,2019-06-16,,411,Cashier
11987,Vihaan,Sharma,vihaan.sharma@gmail.com,+91-8907740080,2023-03-03,2024-11-15,18361,Assistant Manager
7286,Pari,Das,pari.das@yahoo.in,+91-7067290428,2022-11-26,,7264,Visual Merchandiser
2353,Ananya,Mishra,ananya.mishra@yahoo.in,+91-6968163016,2023-02-13,2024-07-02,17553,Visual Merchandiser
3461,Vivaan,Khan,vivaan.khan@gmail.com,+91-6169208989,2024-10-10,,4780,Customer Support
2825,Diya,Verma,diya.verma@yahoo.in,+91-7951723881,2023-08-21,2024-05-20,3632,Store Manager
4309,Arjun,Mehta,arjun.mehta@croma.in,+91-9604823247,2018-07-03,,12484,Store Manager
11444,Aarav,Gupta,aarav.gupta@outlook.com,+91-7871582704,2018-10-29,,15928,Cashier
10087,Rudra,Nair,rudra.nair@gmail.com,+91-8218775081,2018-07-05,,16409,Inventory Executive
3763,Ishaan,Sharma,ishaan.sharma@croma.in,+91-7029164501,2024-09-18,,986,Sales Associate
11251,Pari,Rao,pari.rao@outlook.com,+91-8324505451,2024-01-05,,4140,Cashier
5816,Aadhya,Yadav,aadhya.yadav@outlook.com,+91-9875587375,2019-06-13,,6488,Visual Merchandiser
6200,Aditya,Mehta,aditya.mehta@croma.in,+91-7371580673,2019-03-25,,17211,Assistant Manager
7370,Aarav,Shetty,aarav.shetty@gmail.com,+91-6985783615,2020-10-07,,12172,Inventory Executive
3531,Myra,Rao,myra.rao@gmail.com,+91-7475120489,2022-06-16,,9628,Visual Merchandiser
306,Aisha,Gupta,aisha.gupta@yahoo.in,+91-6580848236,2023-03-24,2023-06-05,14669,Sales Associate
6662,Myra,Verma,myra.verma@outlook.com,+91-9891644180,2020-08-02,,5275,Inventory Executive
6460,Aadhya,Ghosh,aadhya.ghosh@yahoo.in,+91-6074844773,2019-02-23,,1647,Visual Merchandiser
1786,Rudra,Reddy,rudra.reddy@outlook.com,+91-8396240347,2023-07-12,,15547,Cashier
1889,Vihaan,Shetty,vihaan.shetty@outlook.com,+91-6325928899,2021-10-24,2023-06-29,8622,Cashier
8256,Krishna,Singh,krishna.singh@yahoo.in,+91-8161201557,2019-01-09,,4573,Cashier
5128,Shaurya,Sharma,shaurya.sharma@yahoo.in,+91-7232131409,2021-03-19,,19915,Visual Merchandiser
4070,Sai,Bose,sai.bose@gmail.com,+91-9215435222,2023-11-15,,1593,Inventory Executive
4180,Rudra,Rao,rudra.rao@croma.in,+91-7677309342,2022-12-07,2025-03-10,7228,Store Manager
4172,Myra,Verma,myra.verma@gmail.com,+91-6339562419,2021-03-23,,18452,Visual Merchandiser
5062,Kiara,Mehta,kiara.mehta@outlook.com,+91-6212352872,2021-05-15,2025-05-25,1829,Sales Associate
9353,Arjun,Chopra,arjun.chopra@gmail.com,+91-7181185414,2025-03-14,,12904,Store Manager
11520,Vihaan,Ghosh,vihaan.ghosh@yahoo.in,+91-7403723115,2018-06-30,,1623,Sales Associate
